timestamp,sensor_id,temperature,humidity
2026-06-01 08:01:40,S4,29.09,25.45
2026-06-01 08:01:41,S8,19.92,34.24
2026-06-01 08:01:42,S4,33.9,27.38
2026-06-01 08:01:43,S2,26.46,28.73
2026-06-01 08:01:44,S4,21.11,89.53
2026-06-01 08:01:45,S6,15.41,26.74
2026-06-01 08:01:46,S7,21.76,77.38
2026-06-01 08:01:47,S1,23.61,62.75
2026-06-01 08:01:48,S4,15.42,83.07
2026-06-01 08:01:49,S2,21.85,44.86
2026-06-01 08:01:50,S3,38.23,34.1
2026-06-01 08:01:51,S1,20.24,24.37
2026-06-01 08:01:52,S3,32.09,30.95
2026-06-01 08:01:53,S4,34.36,28.3
2026-06-01 08:01:54,S4,36.56,43.08
2026-06-01 08:01:55,S7,26.32,35.87
2026-06-01 08:01:56,S8,35.03,42.03
2026-06-01 08:01:57,S10,15.71,20.75
2026-06-01 08:01:58,S2,37.77,43.01
2026-06-01 08:01:59,S9,38.49,59.03
2026-06-01 08:02:00,S7,34.39,48.95
2026-06-01 08:02:01,S1,16.87,87.83
2026-06-01 08:02:02,S10,24.46,80.56
2026-06-01 08:02:03,S6,26.53,86.9
2026-06-01 08:02:04,S1,22.46,86.22
2026-06-01 08:02:05,S6,26.04,38.7
2026-06-01 08:02:06,S8,18.11,44.69
2026-06-01 08:02:07,S10,18.78,51.75
2026-06-01 08:02:08,S1,15.04,26.23
2026-06-01 08:02:09,S5,26.09,73.55
2026-06-01 08:02:10,S3,24.53,36.45
2026-06-01 08:02:11,S1,18.32,31.58
2026-06-01 08:02:12,S7,18.06,62.65
2026-06-01 08:02:13,S7,24.09,77.59
2026-06-01 08:02:14,S10,36.91,47.51
2026-06-01 08:02:15,S5,16.03,23.48
2026-06-01 08:02:16,S6,25.01,53.81
2026-06-01 08:02:17,S4,36.52,77.25
2026-06-01 08:02:18,S5,36.91,61.73
2026-06-01 08:02:19,S5,33.07,85.2
2026-06-01 08:02:20,S6,29.43,67.13
2026-06-01 08:02:21,S1,32.58,84.7
2026-06-01 08:02:22,S3,38.75,29.29
2026-06-01 08:02:23,S9,23.04,80.42
2026-06-01 08:02:24,S10,33.79,74.12
2026-06-01 08:02:25,S10,26.35,22.66
2026-06-01 08:02:26,S7,36.49,52.28
2026-06-01 08:02:27,S4,37.71,29.28
2026-06-01 08:02:28,S5,39.93,33.45
2026-06-01 08:02:29,S1,39.44,72.06
2026-06-01 08:02:30,S4,27.28,78.24
2026-06-01 08:02:31,S3,23.07,86.34
2026-06-01 08:02:32,S1,30.4,59.02
2026-06-01 08:02:33,S9,17.47,37.42
2026-06-01 08:02:34,S2,20.59,27.11
2026-06-01 08:02:35,S1,18.37,58.26
2026-06-01 08:02:36,S5,29.31,75.38
2026-06-01 08:02:37,S8,36.18,71.88
2026-06-01 08:02:38,S2,24.71,60.44
2026-06-01 08:02:39,S4,38.61,24.19
2026-06-01 08:02:40,S1,17.25,76.59
2026-06-01 08:02:41,S10,16.8,49.96
2026-06-01 08:02:42,S9,21.04,49.99
2026-06-01 08:02:43,S2,33.88,35.33
2026-06-01 08:02:44,S4,31.1,76.36
2026-06-01 08:02:45,S9,35.26,71.37
2026-06-01 08:02:46,S5,20.85,31.39
2026-06-01 08:02:47,S3,31.45,63.43
2026-06-01 08:02:48,S10,19.63,30.63
2026-06-01 08:02:49,S2,25.57,40.12
2026-06-01 08:02:50,S4,16.41,70.98
2026-06-01 08:02:51,S2,30.31,34.12
2026-06-01 08:02:52,S5,18.49,54.48
2026-06-01 08:02:53,S10,20.76,86.89
2026-06-01 08:02:54,S3,38.68,82.26
2026-06-01 08:02:55,S10,25.27,35.77
2026-06-01 08:02:56,S5,38.02,48.81
2026-06-01 08:02:57,S4,19.63,43.35
2026-06-01 08:02:58,S5,21.03,49.13
2026-06-01 08:02:59,S10,32.09,30.64
2026-06-01 08:03:00,S5,20.16,33.07
2026-06-01 08:03:01,S1,29.48,77.04
2026-06-01 08:03:02,S7,24.92,32.29
2026-06-01 08:03:03,S2,19.83,74.58
2026-06-01 08:03:04,S8,30.42,34.98
2026-06-01 08:03:05,S6,23.36,43.98
2026-06-01 08:03:06,S10,38.27,58.84
2026-06-01 08:03:07,S1,16.9,81.74
2026-06-01 08:03:08,S9,19.74,55.29
2026-06-01 08:03:09,S10,34.86,41.0
2026-06-01 08:03:10,S7,39.34,43.3
2026-06-01 08:03:11,S5,39.0,28.19
2026-06-01 08:03:12,S2,25.33,74.96
2026-06-01 08:03:13,S8,36.51,34.37
2026-06-01 08:03:14,S10,37.87,44.49
2026-06-01 08:03:15,S1,34.49,33.66
2026-06-01 08:03:16,S5,33.08,77.4
2026-06-01 08:03:17,S6,34.58,64.25
2026-06-01 08:03:18,S5,23.94,88.07
2026-06-01 08:03:19,S7,29.79,80.43
2026-06-01 08:03:20,S7,16.43,71.54
2026-06-01 08:03:21,S7,35.6,45.86
2026-06-01 08:03:22,S10,17.37,35.77
2026-06-01 08:03:23,S1,17.9,87.36
2026-06-01 08:03:24,S4,31.86,22.26
2026-06-01 08:03:25,S3,19.89,49.19
2026-06-01 08:03:26,S3,20.37,51.3
2026-06-01 08:03:27,S8,39.17,25.97
2026-06-01 08:03:28,S10,29.51,89.83
2026-06-01 08:03:29,S9,37.81,40.04
2026-06-01 08:03:30,S2,15.12,63.97
2026-06-01 08:03:31,S2,29.81,27.5
2026-06-01 08:03:32,S4,33.05,41.89
2026-06-01 08:03:33,S2,39.03,27.08
2026-06-01 08:03:34,S2,30.3,39.88
2026-06-01 08:03:35,S6,26.78,36.56
2026-06-01 08:03:36,S1,35.65,49.08
2026-06-01 08:03:37,S10,29.08,67.94
2026-06-01 08:03:38,S1,29.77,38.56
2026-06-01 08:03:39,S2,38.35,27.99
2026-06-01 08:03:40,S9,24.31,49.34
2026-06-01 08:03:41,S5,25.16,52.71
2026-06-01 08:03:42,S4,32.21,67.75
2026-06-01 08:03:43,S7,28.21,55.47
2026-06-01 08:03:44,S10,28.4,80.76
2026-06-01 08:03:45,S8,17.62,28.17
2026-06-01 08:03:46,S9,17.54,69.95
2026-06-01 08:03:47,S10,18.61,23.73
2026-06-01 08:03:48,S10,34.55,52.35
2026-06-01 08:03:49,S1,30.34,70.02
2026-06-01 08:03:50,S8,18.35,71.31
2026-06-01 08:03:51,S3,23.06,29.63
2026-06-01 08:03:52,S8,22.04,20.77
2026-06-01 08:03:53,S6,27.39,28.02
2026-06-01 08:03:54,S9,25.9,43.38
2026-06-01 08:03:55,S2,29.51,22.5
2026-06-01 08:03:56,S7,30.39,37.19
2026-06-01 08:03:57,S10,21.14,29.15
2026-06-01 08:03:58,S9,33.61,84.14
2026-06-01 08:03:59,S10,37.93,85.26
2026-06-01 08:04:00,S5,32.48,61.49
2026-06-01 08:04:01,S1,20.63,73.51
2026-06-01 08:04:02,S5,36.38,71.38
2026-06-01 08:04:03,S5,36.09,73.67
2026-06-01 08:04:04,S5,17.32,87.67
2026-06-01 08:04:05,S3,29.48,69.59
2026-06-01 08:04:06,S1,21.43,43.75
2026-06-01 08:04:07,S10,33.61,29.98
2026-06-01 08:04:08,S9,34.3,47.95
2026-06-01 08:04:09,S4,16.64,71.8
2026-06-01 08:04:10,S4,19.3,68.05
2026-06-01 08:04:11,S6,31.55,20.95
2026-06-01 08:04:12,S5,27.08,32.99
2026-06-01 08:04:13,S8,32.61,46.78
2026-06-01 08:04:14,S2,30.48,31.87
2026-06-01 08:04:15,S8,38.75,40.39
2026-06-01 08:04:16,S9,17.02,81.52
2026-06-01 08:04:17,S2,22.64,54.5
2026-06-01 08:04:18,S5,27.97,28.32
2026-06-01 08:04:19,S3,18.86,89.44
2026-06-01 08:04:20,S4,22.06,51.15
2026-06-01 08:04:21,S3,19.37,33.06
2026-06-01 08:04:22,S3,29.64,67.98
2026-06-01 08:04:23,S5,28.26,79.77
2026-06-01 08:04:24,S3,22.7,46.09
2026-06-01 08:04:25,S1,33.06,69.95
2026-06-01 08:04:26,S5,32.94,82.74
2026-06-01 08:04:27,S2,18.44,27.86
2026-06-01 08:04:28,S8,18.04,37.37
2026-06-01 08:04:29,S3,20.14,82.3
2026-06-01 08:04:30,S10,28.82,66.71
2026-06-01 08:04:31,S9,25.21,25.28
2026-06-01 08:04:32,S9,22.48,55.75
2026-06-01 08:04:33,S8,16.34,31.84
2026-06-01 08:04:34,S1,25.78,59.31
2026-06-01 08:04:35,S6,36.86,20.6
2026-06-01 08:04:36,S2,36.39,66.87
2026-06-01 08:04:37,S4,20.54,72.93
2026-06-01 08:04:38,S3,24.72,38.8
2026-06-01 08:04:39,S10,26.59,20.15
2026-06-01 08:04:40,S9,16.29,37.39
2026-06-01 08:04:41,S4,37.43,72.01
2026-06-01 08:04:42,S9,15.5,86.72
2026-06-01 08:04:43,S2,17.05,51.5
2026-06-01 08:04:44,S2,27.79,46.51
2026-06-01 08:04:45,S5,39.33,21.98
2026-06-01 08:04:46,S3,18.61,53.53
2026-06-01 08:04:47,S9,22.29,48.12
2026-06-01 08:04:48,S3,29.06,76.31
2026-06-01 08:04:49,S3,37.21,88.45
2026-06-01 08:04:50,S3,22.44,78.82
2026-06-01 08:04:51,S2,24.0,73.67
2026-06-01 08:04:52,S1,31.36,53.35
2026-06-01 08:04:53,S4,32.37,86.25
2026-06-01 08:04:54,S5,30.09,83.59
2026-06-01 08:04:55,S3,36.35,87.38
2026-06-01 08:04:56,S1,39.62,89.8
2026-06-01 08:04:57,S9,33.78,49.93
2026-06-01 08:04:58,S5,39.82,23.5
2026-06-01 08:04:59,S7,29.1,28.33
2026-06-01 08:05:00,S3,30.97,22.02
2026-06-01 08:05:01,S1,21.44,81.3
2026-06-01 08:05:02,S3,29.43,25.81
2026-06-01 08:05:03,S9,22.58,76.45
2026-06-01 08:05:04,S5,15.93,64.15
2026-06-01 08:05:05,S8,21.56,71.55
2026-06-01 08:05:06,S4,20.59,82.6
2026-06-01 08:05:07,S6,18.17,23.84
2026-06-01 08:05:08,S7,20.98,87.31
2026-06-01 08:05:09,S2,22.39,79.24
2026-06-01 08:05:10,S6,24.26,35.39
2026-06-01 08:05:11,S5,29.13,59.78
2026-06-01 08:05:12,S4,25.3,36.61
2026-06-01 08:05:13,S10,27.92,85.01
2026-06-01 08:05:14,S10,27.34,23.53
2026-06-01 08:05:15,S10,31.52,71.23
2026-06-01 08:05:16,S7,17.51,56.84
2026-06-01 08:05:17,S6,27.24,58.18
2026-06-01 08:05:18,S6,25.43,58.75
2026-06-01 08:05:19,S4,38.4,53.19
2026-06-01 08:05:20,S2,21.92,22.54
2026-06-01 08:05:21,S5,16.47,59.89
2026-06-01 08:05:22,S9,20.01,25.53
2026-06-01 08:05:23,S8,21.07,26.13
2026-06-01 08:05:24,S9,27.45,44.06
2026-06-01 08:05:25,S9,32.99,57.9
2026-06-01 08:05:26,S4,35.55,87.55
2026-06-01 08:05:27,S1,35.75,39.4
2026-06-01 08:05:28,S9,28.36,87.45
2026-06-01 08:05:29,S4,39.77,31.79
2026-06-01 08:05:30,S2,15.39,41.93
2026-06-01 08:05:31,S3,17.3,35.91
2026-06-01 08:05:32,S6,38.71,64.43
2026-06-01 08:05:33,S8,39.74,50.55
2026-06-01 08:05:34,S9,23.12,87.96
2026-06-01 08:05:35,S4,21.95,68.81
2026-06-01 08:05:36,S3,37.52,56.34
2026-06-01 08:05:37,S3,32.82,33.03
2026-06-01 08:05:38,S2,38.84,89.99
2026-06-01 08:05:39,S4,26.34,67.48
2026-06-01 08:05:40,S1,17.57,77.18
2026-06-01 08:05:41,S3,26.21,27.78
2026-06-01 08:05:42,S4,39.42,62.72
2026-06-01 08:05:43,S9,37.05,87.05
2026-06-01 08:05:44,S3,34.42,25.49
2026-06-01 08:05:45,S7,37.32,68.54
2026-06-01 08:05:46,S3,27.14,38.45
2026-06-01 08:05:47,S10,26.48,32.82
2026-06-01 08:05:48,S10,31.63,51.82
2026-06-01 08:05:49,S5,19.0,83.43
2026-06-01 08:05:50,S6,15.83,40.41
2026-06-01 08:05:51,S6,20.94,76.38
2026-06-01 08:05:52,S5,35.6,64.06
2026-06-01 08:05:53,S9,38.48,59.36
2026-06-01 08:05:54,S1,32.69,25.34
2026-06-01 08:05:55,S5,16.32,85.02
2026-06-01 08:05:56,S3,16.47,21.79
2026-06-01 08:05:57,S5,30.43,87.78
2026-06-01 08:05:58,S6,37.61,47.24
2026-06-01 08:05:59,S7,30.61,49.12
2026-06-01 08:06:00,S5,32.54,54.58
2026-06-01 08:06:01,S5,16.22,65.19
2026-06-01 08:06:02,S1,30.4,80.07
2026-06-01 08:06:03,S9,16.19,70.3
2026-06-01 08:06:04,S7,15.95,58.85
2026-06-01 08:06:05,S7,31.27,74.98
2026-06-01 08:06:06,S1,19.02,70.84
2026-06-01 08:06:07,S4,33.05,88.31
2026-06-01 08:06:08,S10,21.06,26.05
2026-06-01 08:06:09,S6,20.34,20.31
2026-06-01 08:06:10,S7,36.75,71.84
2026-06-01 08:06:11,S9,18.77,83.74
2026-06-01 08:06:12,S1,26.41,43.64
2026-06-01 08:06:13,S5,31.28,54.86
2026-06-01 08:06:14,S1,21.68,30.53
2026-06-01 08:06:15,S1,38.06,38.52
2026-06-01 08:06:16,S8,33.31,38.91
2026-06-01 08:06:17,S3,34.89,48.9
2026-06-01 08:06:18,S1,20.79,59.88
2026-06-01 08:06:19,S6,27.86,35.4
2026-06-01 08:06:20,S1,32.98,51.64
2026-06-01 08:06:21,S9,31.97,30.84
2026-06-01 08:06:22,S8,32.9,67.58
2026-06-01 08:06:23,S5,17.76,52.78
2026-06-01 08:06:24,S8,18.38,29.53
2026-06-01 08:06:25,S6,21.84,36.99
2026-06-01 08:06:26,S8,15.56,49.52
2026-06-01 08:06:27,S2,28.44,84.47
2026-06-01 08:06:28,S1,37.57,21.99
2026-06-01 08:06:29,S5,22.52,70.58
2026-06-01 08:06:30,S8,18.35,26.03
2026-06-01 08:06:31,S7,33.29,38.31
2026-06-01 08:06:32,S3,31.74,66.47
2026-06-01 08:06:33,S4,23.74,74.1
2026-06-01 08:06:34,S8,35.01,84.1
2026-06-01 08:06:35,S5,33.62,83.99
2026-06-01 08:06:36,S4,37.88,42.13
2026-06-01 08:06:37,S1,20.67,27.45
2026-06-01 08:06:38,S9,23.36,79.64
2026-06-01 08:06:39,S10,38.95,21.09
2026-06-01 08:06:40,S4,29.9,56.14
2026-06-01 08:06:41,S5,25.16,42.6
2026-06-01 08:06:42,S5,35.15,60.62
2026-06-01 08:06:43,S6,35.37,66.3
2026-06-01 08:06:44,S5,23.1,36.68
2026-06-01 08:06:45,S5,18.59,79.82
2026-06-01 08:06:46,S1,29.61,50.5
2026-06-01 08:06:47,S1,32.72,71.4
2026-06-01 08:06:48,S9,34.73,63.8
2026-06-01 08:06:49,S4,28.47,89.05
2026-06-01 08:06:50,S7,17.79,75.69
2026-06-01 08:06:51,S4,35.23,61.37
2026-06-01 08:06:52,S4,23.33,20.61
2026-06-01 08:06:53,S5,38.93,65.1
2026-06-01 08:06:54,S1,18.36,67.7
2026-06-01 08:06:55,S8,30.17,63.55
2026-06-01 08:06:56,S10,19.85,53.94
2026-06-01 08:06:57,S8,38.43,49.16
2026-06-01 08:06:58,S6,16.16,20.71
2026-06-01 08:06:59,S8,22.65,63.05
2026-06-01 08:07:00,S7,15.78,83.59
2026-06-01 08:07:01,S3,33.52,55.72
2026-06-01 08:07:02,S6,32.37,38.82
2026-06-01 08:07:03,S3,24.49,70.85
2026-06-01 08:07:04,S4,18.26,22.68
2026-06-01 08:07:05,S10,32.53,64.21
2026-06-01 08:07:06,S10,26.59,40.31
2026-06-01 08:07:07,S6,31.9,86.08
2026-06-01 08:07:08,S1,15.15,76.55
2026-06-01 08:07:09,S4,16.9,67.57
2026-06-01 08:07:10,S3,32.21,24.1
2026-06-01 08:07:11,S6,16.32,21.95
2026-06-01 08:07:12,S3,27.18,30.98
2026-06-01 08:07:13,S6,19.65,52.47
2026-06-01 08:07:14,S8,18.47,79.0
2026-06-01 08:07:15,S10,22.71,70.67
2026-06-01 08:07:16,S9,21.08,46.86
2026-06-01 08:07:17,S4,27.51,61.93
2026-06-01 08:07:18,S6,25.09,57.34
2026-06-01 08:07:19,S5,15.75,84.76
2026-06-01 08:07:20,S10,39.38,43.99
2026-06-01 08:07:21,S8,24.24,33.57
2026-06-01 08:07:22,S5,16.59,52.76
2026-06-01 08:07:23,S8,32.46,47.85
2026-06-01 08:07:24,S6,27.76,59.37
2026-06-01 08:07:25,S2,25.58,49.67
2026-06-01 08:07:26,S10,36.85,61.05
2026-06-01 08:07:27,S2,35.62,83.3
2026-06-01 08:07:28,S8,28.29,39.48
2026-06-01 08:07:29,S7,38.85,47.83
2026-06-01 08:07:30,S1,20.74,79.99
2026-06-01 08:07:31,S1,25.21,37.13
2026-06-01 08:07:32,S8,37.96,78.79
2026-06-01 08:07:33,S9,17.07,30.45
2026-06-01 08:07:34,S2,31.24,40.31
2026-06-01 08:07:35,S6,39.29,56.73
2026-06-01 08:07:36,S5,30.93,77.69
2026-06-01 08:07:37,S10,37.6,65.5
2026-06-01 08:07:38,S7,24.96,64.39
2026-06-01 08:07:39,S4,38.74,51.77
2026-06-01 08:07:40,S2,39.83,88.91
2026-06-01 08:07:41,S6,37.87,36.78
2026-06-01 08:07:42,S9,26.98,27.61
2026-06-01 08:07:43,S9,30.71,74.78
2026-06-01 08:07:44,S3,27.76,41.24
2026-06-01 08:07:45,S9,36.11,66.28
2026-06-01 08:07:46,S2,32.67,69.9
2026-06-01 08:07:47,S9,37.87,49.54
2026-06-01 08:07:48,S2,34.92,42.61
2026-06-01 08:07:49,S7,32.27,75.34
2026-06-01 08:07:50,S7,20.93,40.75
2026-06-01 08:07:51,S6,24.23,78.23
2026-06-01 08:07:52,S4,27.85,41.76
2026-06-01 08:07:53,S6,35.1,54.15
2026-06-01 08:07:54,S2,31.81,57.16
2026-06-01 08:07:55,S7,16.22,41.52
2026-06-01 08:07:56,S1,25.41,24.14
2026-06-01 08:07:57,S4,25.51,76.34
2026-06-01 08:07:58,S8,24.51,34.98
2026-06-01 08:07:59,S1,30.61,27.77
2026-06-01 08:08:00,S5,23.27,74.86
2026-06-01 08:08:01,S2,30.1,24.68
2026-06-01 08:08:02,S3,19.95,76.71
2026-06-01 08:08:03,S4,15.6,50.94
2026-06-01 08:08:04,S3,18.71,36.64
2026-06-01 08:08:05,S10,27.72,64.73
2026-06-01 08:08:06,S9,22.95,89.66
2026-06-01 08:08:07,S3,28.13,66.73
2026-06-01 08:08:08,S10,18.55,40.11
2026-06-01 08:08:09,S4,28.81,22.83
2026-06-01 08:08:10,S3,30.42,63.48
2026-06-01 08:08:11,S5,37.05,40.76
2026-06-01 08:08:12,S8,38.21,52.1
2026-06-01 08:08:13,S3,30.07,74.17
2026-06-01 08:08:14,S4,25.03,44.94
2026-06-01 08:08:15,S9,29.24,29.69
2026-06-01 08:08:16,S2,17.69,55.44
2026-06-01 08:08:17,S3,29.03,87.48
2026-06-01 08:08:18,S5,19.38,54.65
2026-06-01 08:08:19,S7,30.83,44.14
2026-06-01 08:08:20,S2,33.71,73.97
2026-06-01 08:08:21,S10,29.15,62.82
2026-06-01 08:08:22,S10,15.17,68.41
2026-06-01 08:08:23,S7,19.6,42.46
2026-06-01 08:08:24,S8,17.78,68.33
2026-06-01 08:08:25,S9,18.3,74.62
2026-06-01 08:08:26,S3,18.02,71.09
2026-06-01 08:08:27,S6,27.63,75.12
2026-06-01 08:08:28,S1,36.61,88.45
2026-06-01 08:08:29,S9,19.07,61.61
2026-06-01 08:08:30,S10,36.05,87.73
2026-06-01 08:08:31,S9,16.44,26.96
2026-06-01 08:08:32,S5,39.6,82.35
2026-06-01 08:08:33,S7,15.23,76.12
2026-06-01 08:08:34,S6,16.54,46.31
2026-06-01 08:08:35,S4,28.78,74.7
2026-06-01 08:08:36,S6,21.09,48.44
2026-06-01 08:08:37,S4,23.46,75.73
2026-06-01 08:08:38,S7,24.0,24.35
2026-06-01 08:08:39,S7,37.53,88.24
2026-06-01 08:08:40,S9,37.12,36.21
2026-06-01 08:08:41,S4,36.81,45.28
2026-06-01 08:08:42,S6,30.3,24.11
2026-06-01 08:08:43,S1,19.54,62.76
2026-06-01 08:08:44,S6,30.68,21.6
2026-06-01 08:08:45,S8,28.43,74.21
2026-06-01 08:08:46,S2,20.98,85.98
2026-06-01 08:08:47,S6,34.46,81.9
2026-06-01 08:08:48,S10,23.76,42.58
2026-06-01 08:08:49,S5,36.38,45.47
2026-06-01 08:08:50,S5,23.89,89.71
2026-06-01 08:08:51,S6,17.64,83.06
2026-06-01 08:08:52,S5,38.59,84.08
2026-06-01 08:08:53,S5,16.3,30.05
2026-06-01 08:08:54,S5,26.72,86.65
2026-06-01 08:08:55,S6,19.51,64.46
2026-06-01 08:08:56,S3,35.93,51.31
2026-06-01 08:08:57,S5,22.08,51.7
2026-06-01 08:08:58,S2,32.04,53.68
2026-06-01 08:08:59,S10,28.76,71.63
2026-06-01 08:09:00,S5,28.16,71.01
2026-06-01 08:09:01,S9,26.16,78.79
2026-06-01 08:09:02,S5,27.08,66.05
2026-06-01 08:09:03,S10,38.37,85.52
2026-06-01 08:09:04,S4,15.84,89.81
2026-06-01 08:09:05,S5,29.4,88.62
2026-06-01 08:09:06,S1,33.6,73.56
2026-06-01 08:09:07,S4,15.99,20.25
2026-06-01 08:09:08,S6,37.21,64.68
2026-06-01 08:09:09,S2,23.09,73.91
2026-06-01 08:09:10,S2,20.88,56.27
2026-06-01 08:09:11,S9,31.72,20.45
2026-06-01 08:09:12,S4,38.65,89.6
2026-06-01 08:09:13,S4,20.63,55.32
2026-06-01 08:09:14,S8,17.88,31.26
2026-06-01 08:09:15,S4,28.17,85.8
2026-06-01 08:09:16,S3,26.28,45.29
2026-06-01 08:09:17,S9,36.82,53.48
2026-06-01 08:09:18,S1,18.88,44.52
2026-06-01 08:09:19,S7,29.83,65.67
2026-06-01 08:09:20,S9,35.73,80.55
2026-06-01 08:09:21,S9,15.22,22.69
2026-06-01 08:09:22,S9,38.06,23.39
2026-06-01 08:09:23,S8,21.24,37.68
2026-06-01 08:09:24,S4,22.17,43.34
2026-06-01 08:09:25,S1,28.32,67.42
2026-06-01 08:09:26,S10,25.17,28.87
2026-06-01 08:09:27,S4,19.54,53.61
2026-06-01 08:09:28,S1,23.73,66.0
2026-06-01 08:09:29,S5,20.77,53.66
2026-06-01 08:09:30,S9,34.96,46.94
2026-06-01 08:09:31,S8,39.09,71.74
2026-06-01 08:09:32,S3,28.77,61.61
2026-06-01 08:09:33,S2,28.64,44.3
2026-06-01 08:09:34,S9,22.28,45.65
2026-06-01 08:09:35,S1,16.89,25.49
2026-06-01 08:09:36,S3,33.33,81.66
2026-06-01 08:09:37,S6,21.38,30.45
2026-06-01 08:09:38,S3,25.45,86.03
2026-06-01 08:09:39,S5,38.35,62.89
2026-06-01 08:09:40,S10,15.6,34.52
